"original_name","processed_name"
"トレムフィア皮下注１００ｍｇシリンジ","とれむふぃあ皮下注１００ｍｇしりんじ"
"トレリーフＯＤ錠２５ｍｇ","とれりーふｏｄ錠２５ｍｇ"
"トレリーフＯＤ錠５０ｍｇ","とれりーふｏｄ錠５０ｍｇ"
"トレーランＧ液５０ｇ","とれーらんｇ液５０ｇ"
"トレーランＧ液７５ｇ","とれーらんｇ液７５ｇ"
"トロキシピド細粒２０％","とろきしぴど細粒２０％"
"トロキシピド錠１００ｍｇ","とろきしぴど錠１００ｍｇ"
"トロビシン筋注用２ｇ","とろびしん筋注用２ｇ"
"トロピカミド点眼液０．４％","とろぴかみど点眼液０．４％"
"トロペロン注４ｍｇ","とろぺろん注４ｍｇ"
"トロペロン細粒１％","とろぺろん細粒１％"
"トロペロン錠０．５ｍｇ","とろぺろん錠０．５ｍｇ"
"トロペロン錠１ｍｇ","とろぺろん錠１ｍｇ"
"トロペロン錠３ｍｇ","とろぺろん錠３ｍｇ"
"トロンビン液モチダ　ソフトボトル１万","とろんびん液もちだ　そふとぼとる１万"
"トロンビン液モチダ　ソフトボトル５千","とろんびん液もちだ　そふとぼとる５千"
"トロンビン経口・外用剤１万","とろんびん経口・外用剤１万"
"トロンビン経口・外用剤５千","とろんびん経口・外用剤５千"
"トロンビン経口・局所用液５千","とろんびん経口・局所用液５千"
"トービイ吸入液３００ｍｇ","とーびい吸入液３００ｍｇ"
"トーリセル点滴静注液２５ｍｇ","とーりせる点滴静注液２５ｍｇ"
"トーワチーム配合顆粒","とーわちーむ配合顆粒"
"ドウベイト配合錠","どうべいと配合錠"
"ドキサゾシン錠０．５ｍｇ","どきさぞしん錠０．５ｍｇ"
"ドキサゾシン錠１ｍｇ","どきさぞしん錠１ｍｇ"
"ドキサゾシン錠２ｍｇ","どきさぞしん錠２ｍｇ"
"ドキサゾシン錠４ｍｇ","どきさぞしん錠４ｍｇ"
"ドキシル注２０ｍｇ","どきしる注２０ｍｇ"
"ドキソルビシン塩酸塩注射液１０ｍｇ","どきそるびしん塩酸塩注射液１０ｍｇ"
"ドキソルビシン塩酸塩注射液５０ｍｇ","どきそるびしん塩酸塩注射液５０ｍｇ"
"ドキソルビシン塩酸塩注射用１０ｍｇ","どきそるびしん塩酸塩注射用１０ｍｇ"
"ドキソルビシン塩酸塩注射用５０ｍｇ","どきそるびしん塩酸塩注射用５０ｍｇ"
"ドグマチールカプセル５０ｍｇ","どぐまちーるかぷせる５０ｍｇ"
"ドグマチール筋注１００ｍｇ","どぐまちーる筋注１００ｍｇ"
"ドグマチール筋注５０ｍｇ","どぐまちーる筋注５０ｍｇ"
"ドグマチール細粒１０％","どぐまちーる細粒１０％"
"ドグマチール細粒５０％","どぐまちーる細粒５０％"
"ドグマチール錠１００ｍｇ","どぐまちーる錠１００ｍｇ"
"ドグマチール錠２００ｍｇ","どぐまちーる錠２００ｍｇ"
"ドグマチール錠５０ｍｇ","どぐまちーる錠５０ｍｇ"
"ドセタキセル点滴静注液１２０ｍｇ／１２ｍＬ","どせたきせる点滴静注液１２０ｍｇ／１２ｍｌ"
"ドセタキセル点滴静注液２０ｍｇ／１ｍＬ","どせたきせる点滴静注液２０ｍｇ／１ｍｌ"
"ドセタキセル点滴静注液２０ｍｇ／２ｍＬ","どせたきせる点滴静注液２０ｍｇ／２ｍｌ"
"ドセタキセル点滴静注液８０ｍｇ／４ｍＬ","どせたきせる点滴静注液８０ｍｇ／４ｍｌ"
"ドセタキセル点滴静注液８０ｍｇ／８ｍＬ","どせたきせる点滴静注液８０ｍｇ／８ｍｌ"
"ドセタキセル点滴静注用２０ｍｇ","どせたきせる点滴静注用２０ｍｇ"
"ドセタキセル点滴静注用８０ｍｇ","どせたきせる点滴静注用８０ｍｇ"
"ドセタキセル点滴静注２０ｍｇ／１ｍＬ","どせたきせる点滴静注２０ｍｇ／１ｍｌ"
"ドセタキセル点滴静注８０ｍｇ／４ｍＬ","どせたきせる点滴静注８０ｍｇ／４ｍｌ"
"ドネペジル塩酸塩内服ゼリー１０ｍｇ","どねぺじる塩酸塩内服ぜりー１０ｍｇ"
"ドネペジル塩酸塩内服ゼリー３ｍｇ","どねぺじる塩酸塩内服ぜりー３ｍｇ"
"ドネペジル塩酸塩内服ゼリー５ｍｇ","どねぺじる塩酸塩内服ぜりー５ｍｇ"
"ドネペジル塩酸塩内用液１０ｍｇ","どねぺじる塩酸塩内用液１０ｍｇ"
"ドネペジル塩酸塩内用液３ｍｇ","どねぺじる塩酸塩内用液３ｍｇ"
"ドネペジル塩酸塩内用液５ｍｇ","どねぺじる塩酸塩内用液５ｍｇ"
"ドネペジル塩酸塩細粒０．５％","どねぺじる塩酸塩細粒０．５％"
"ドネペジル塩酸塩錠１０ｍｇ","どねぺじる塩酸塩錠１０ｍｇ"
"ドネペジル塩酸塩錠３ｍｇ","どねぺじる塩酸塩錠３ｍｇ"
"ドネペジル塩酸塩錠５ｍｇ","どねぺじる塩酸塩錠５ｍｇ"
"ドネペジル塩酸塩ＯＤフィルム１０ｍｇ","どねぺじる塩酸塩ｏｄふぃるむ１０ｍｇ"
"ドネペジル塩酸塩ＯＤフィルム３ｍｇ","どねぺじる塩酸塩ｏｄふぃるむ３ｍｇ"
"ドネペジル塩酸塩ＯＤフィルム５ｍｇ","どねぺじる塩酸塩ｏｄふぃるむ５ｍｇ"
"ドネペジル塩酸塩ＯＤ錠１０ｍｇ","どねぺじる塩酸塩ｏｄ錠１０ｍｇ"
"ドネペジル塩酸塩ＯＤ錠３ｍｇ","どねぺじる塩酸塩ｏｄ錠３ｍｇ"
"ドネペジル塩酸塩ＯＤ錠５ｍｇ","どねぺじる塩酸塩ｏｄ錠５ｍｇ"
"ドパコール配合錠Ｌ１００","どぱこーる配合錠ｌ１００"
"ドパコール配合錠Ｌ２５０","どぱこーる配合錠ｌ２５０"
"ドパコール配合錠Ｌ５０","どぱこーる配合錠ｌ５０"
"ドパストンカプセル２５０ｍｇ","どぱすとんかぷせる２５０ｍｇ"
"ドパストン散９８．５％","どぱすとん散９８．５％"
"ドパストン静注２５ｍｇ","どぱすとん静注２５ｍｇ"
"ドパストン静注５０ｍｇ","どぱすとん静注５０ｍｇ"
"ドパゾール錠２００ｍｇ","どぱぞーる錠２００ｍｇ"
"ドパミン塩酸塩点滴静注液１００ｍｇ","どぱみん塩酸塩点滴静注液１００ｍｇ"
"ドパミン塩酸塩点滴静注液２００ｍｇ","どぱみん塩酸塩点滴静注液２００ｍｇ"
"ドパミン塩酸塩点滴静注液２００ｍｇキット","どぱみん塩酸塩点滴静注液２００ｍｇきっと"
"ドパミン塩酸塩点滴静注液２００ｍｇバッグ","どぱみん塩酸塩点滴静注液２００ｍｇばっぐ"
"ドパミン塩酸塩点滴静注液５０ｍｇ","どぱみん塩酸塩点滴静注液５０ｍｇ"
"ドパミン塩酸塩点滴静注液６００ｍｇキット","どぱみん塩酸塩点滴静注液６００ｍｇきっと"
"ドパミン塩酸塩点滴静注液６００ｍｇバッグ","どぱみん塩酸塩点滴静注液６００ｍｇばっぐ"
"ドパミン塩酸塩点滴静注１００ｍｇ","どぱみん塩酸塩点滴静注１００ｍｇ"
"ドブタミン塩酸塩点滴静注液１００ｍｇ","どぶたみん塩酸塩点滴静注液１００ｍｇ"
"ドブタミン持続静注１５０ｍｇシリンジ","どぶたみん持続静注１５０ｍｇしりんじ"
"ドブタミン持続静注３００ｍｇシリンジ","どぶたみん持続静注３００ｍｇしりんじ"
"ドブタミン持続静注５０ｍｇシリンジ","どぶたみん持続静注５０ｍｇしりんじ"
"ドブタミン点滴静注液１００ｍｇ","どぶたみん点滴静注液１００ｍｇ"
"ドブタミン点滴静注液２００ｍｇキット","どぶたみん点滴静注液２００ｍｇきっと"
"ドブタミン点滴静注液６００ｍｇキット","どぶたみん点滴静注液６００ｍｇきっと"
"ドブタミン点滴静注１００ｍｇ","どぶたみん点滴静注１００ｍｇ"
"ドブトレックスキット点滴静注用２００ｍｇ","どぶとれっくすきっと点滴静注用２００ｍｇ"
"ドブトレックスキット点滴静注用６００ｍｇ","どぶとれっくすきっと点滴静注用６００ｍｇ"
"ドブトレックス注射液１００ｍｇ","どぶとれっくす注射液１００ｍｇ"
"ドプス細粒２０％","どぷす細粒２０％"
"ドプスＯＤ錠１００ｍｇ","どぷすｏｄ錠１００ｍｇ"
"ドプスＯＤ錠２００ｍｇ","どぷすｏｄ錠２００ｍｇ"
"ドプテレット錠２０ｍｇ","どぷてれっと錠２０ｍｇ"
"ドプラム注射液４００ｍｇ","どぷらむ注射液４００ｍｇ"
"ドボネックス軟膏５０μｇ／ｇ","どぼねっくす軟膏５０μｇ／ｇ"
"ドボベットゲル","どぼべっとげる"
"ドボベットフォーム","どぼべっとふぉーむ"
"ドボベット軟膏","どぼべっと軟膏"
"ドメナン錠１００ｍｇ","どめなん錠１００ｍｇ"
"ドメナン錠２００ｍｇ","どめなん錠２００ｍｇ"
"ドラマミン錠５０ｍｇ","どらまみん錠５０ｍｇ"
"ドラール錠１５","どらーる錠１５"
"ドラール錠２０","どらーる錠２０"
"ドルナー錠２０μｇ","どるなー錠２０μｇ"
"ドルミカム注射液１０ｍｇ","どるみかむ注射液１０ｍｇ"
"ドルモロール配合点眼液","どるもろーる配合点眼液"
"ドレニゾンテープ４μｇ／ｃｍ２","どれにぞんてーぷ４μｇ／ｃｍ２"
"ドロエチ配合錠","どろえち配合錠"
"ドロキシドパカプセル１００ｍｇ","どろきしどぱかぷせる１００ｍｇ"
"ドロキシドパカプセル２００ｍｇ","どろきしどぱかぷせる２００ｍｇ"
"ドロレプタン注射液２５ｍｇ","どろれぷたん注射液２５ｍｇ"
"ドンペリドン坐剤１０ｍｇ","どんぺりどん坐剤１０ｍｇ"
"ドンペリドン坐剤３０ｍｇ","どんぺりどん坐剤３０ｍｇ"
"ドンペリドン錠１０ｍｇ","どんぺりどん錠１０ｍｇ"
"ドンペリドン錠５ｍｇ","どんぺりどん錠５ｍｇ"
"ドンペリドンＤＳ小児用１％","どんぺりどんｄｓ小児用１％"
"ドーフル散","どーふる散"
"ナイキサン錠１００ｍｇ","ないきさん錠１００ｍｇ"
"ナイロジン注","ないろじん注"
"ナウゼリンドライシロップ１％","なうぜりんどらいしろっぷ１％"
"ナウゼリン坐剤１０","なうぜりん坐剤１０"
"ナウゼリン坐剤３０","なうぜりん坐剤３０"
"ナウゼリン坐剤６０","なうぜりん坐剤６０"
"ナウゼリン錠１０","なうぜりん錠１０"
"ナウゼリン錠５","なうぜりん錠５"
"ナウゼリンＯＤ錠１０","なうぜりんｏｄ錠１０"
"ナウゼリンＯＤ錠５","なうぜりんｏｄ錠５"
"ナカジマ　アセンヤク末","なかじま　あせんやく末"
"ナカジマ　アマチャ","なかじま　あまちゃ"
"ナカジマ　アマチャ末","なかじま　あまちゃ末"
"ナカジマ　ウイキョウ","なかじま　ういきょう"
"ナカジマ　エイジツ","なかじま　えいじつ"
"ナカジマ　エイジツ末","なかじま　えいじつ末"
"ナカジマ　エンゴサク","なかじま　えんごさく"
"ナカジマ　オウギ","なかじま　おうぎ"
"ナカジマ　オウゴン","なかじま　おうごん"
"ナカジマ　オウゴン末","なかじま　おうごん末"
"ナカジマ　オウバク","なかじま　おうばく"
"ナカジマ　オウレンＡＭ","なかじま　おうれんａｍ"
"ナカジマ　オンジ","なかじま　おんじ"
"ナカジマ　オンジ末","なかじま　おんじ末"
"ナカジマ　カッコン","なかじま　かっこん"
"ナカジマ　カノコソウ","なかじま　かのこそう"
"ナカジマ　カノコソウ末","なかじま　かのこそう末"
"ナカジマ　カロコン","なかじま　かろこん"
"ナカジマ　カンゾウ　ＡＭ","なかじま　かんぞう　ａｍ"
"ナカジマ　ガジュツ","なかじま　がじゅつ"
"ナカジマ　キキョウ","なかじま　ききょう"
"ナカジマ　キジツ","なかじま　きじつ"
"ナカジマ　キョウニン","なかじま　きょうにん"
"ナカジマ　クジン","なかじま　くじん"
"ナカジマ　クジン末","なかじま　くじん末"
"ナカジマ　ケイガイ","なかじま　けいがい"
"ナカジマ　ケイヒ","なかじま　けいひ"
"ナカジマ　ケンゴシ","なかじま　けんごし"
"ナカジマ　ゲンチアナ","なかじま　げんちあな"
"ナカジマ　コウカ　ＡＭ","なかじま　こうか　ａｍ"
"ナカジマ　コウジン　ＡＭ","なかじま　こうじん　ａｍ"
"ナカジマ　コウブシ","なかじま　こうぶし"
"ナカジマ　コウブシ末","なかじま　こうぶし末"
"ナカジマ　コウボク","なかじま　こうぼく"
"ナカジマ　コウボク末","なかじま　こうぼく末"
"ナカジマ　コロンボ","なかじま　ころんぼ"
"ナカジマ　コロンボ末","なかじま　ころんぼ末"
"ナカジマ　ゴオウ","なかじま　ごおう"
"ナカジマ　ゴシツ","なかじま　ごしつ"
"ナカジマ　ゴシュユ","なかじま　ごしゅゆ"
"ナカジマ　ゴミシ","なかじま　ごみし"
"ナカジマ　サイコ","なかじま　さいこ"
"ナカジマ　サイシン","なかじま　さいしん"
"ナカジマ　サフラン　ＡＭ","なかじま　さふらん　ａｍ"
"ナカジマ　サンキライ　ＡＭ","なかじま　さんきらい　ａｍ"
"ナカジマ　サンキライ末","なかじま　さんきらい末"
"ナカジマ　サンシシ","なかじま　さんしし"
"ナカジマ　サンシュユ","なかじま　さんしゅゆ"
"ナカジマ　サンショウ","なかじま　さんしょう"
"ナカジマ　サンヤク","なかじま　さんやく"
"ナカジマ　シコン","なかじま　しこん"
"ナカジマ　シャクヤク","なかじま　しゃくやく"
"ナカジマ　シャクヤク末","なかじま　しゃくやく末"
"ナカジマ　シャゼンシ","なかじま　しゃぜんし"
"ナカジマ　シュクシャ","なかじま　しゅくしゃ"
"ナカジマ　シュクシャ末","なかじま　しゅくしゃ末"
"ナカジマ　ショウキョウ","なかじま　しょうきょう"
"ナカジマ　ショウキョウ末","なかじま　しょうきょう末"
"ナカジマ　ショウズク","なかじま　しょうずく"
"ナカジマ　ショウマ","なかじま　しょうま"
"ナカジマ　ジオウ","なかじま　じおう"
"ナカジマ　セッコウ","なかじま　せっこう"
"ナカジマ　セネガ","なかじま　せねが"
"ナカジマ　センキュウ","なかじま　せんきゅう"
"ナカジマ　センコツ","なかじま　せんこつ"
"ナカジマ　センナ　ＡＭ","なかじま　せんな　ａｍ"
"ナカジマ　センナ末　ＡＭ","なかじま　せんな末　ａｍ"
"ナカジマ　ソウジュツ","なかじま　そうじゅつ"
"ナカジマ　ソウジュツ末","なかじま　そうじゅつ末"
"ナカジマ　ソウハクヒ　ＡＭ","なかじま　そうはくひ　ａｍ"
"ナカジマ　ソヨウ","なかじま　そよう"
"ナカジマ　タイソウ","なかじま　たいそう"
"ナカジマ　タクシャ","なかじま　たくしゃ"
"ナカジマ　タクシャ末","なかじま　たくしゃ末"
"ナカジマ　ダイオウ","なかじま　だいおう"
"ナカジマ　ダイオウ末ＡＭ","なかじま　だいおう末ａｍ"
"ナカジマ　チクセツニンジン","なかじま　ちくせつにんじん"
"ナカジマ　チクセツニンジン末","なかじま　ちくせつにんじん末"
"ナカジマ　チモ","なかじま　ちも"
"ナカジマ　チョウジ","なかじま　ちょうじ"
"ナカジマ　チョウジ末","なかじま　ちょうじ末"
"ナカジマ　チョレイ","なかじま　ちょれい"
"ナカジマ　チンピ","なかじま　ちんぴ"
"ナカジマ　トウキ","なかじま　とうき"
"ナカジマ　トウキ末","なかじま　とうき末"
"ナカジマ　トウニン","なかじま　とうにん"
"ナカジマ　トウヒ","なかじま　とうひ"
"ナカジマ　ニガキ","なかじま　にがき"
"ナカジマ　ニガキ末","なかじま　にがき末"
"ナカジマ　ニンジン　ＡＭ","なかじま　にんじん　ａｍ"
"ナカジマ　ハッカ","なかじま　はっか"
"ナカジマ　ハマボウフウ","なかじま　はまぼうふう"
"ナカジマ　ハンゲ","なかじま　はんげ"
"ナカジマ　バクモンドウ","なかじま　ばくもんどう"
"ナカジマ　ビャクシ","なかじま　びゃくし"
"ナカジマ　ビャクジュツ","なかじま　びゃくじゅつ"
"ナカジマ　ビャクジュツ末","なかじま　びゃくじゅつ末"
"ナカジマ　ビンロウジ","なかじま　びんろうじ"
"ナカジマ　ブクリョウ","なかじま　ぶくりょう"
"ナカジマ　ブクリョウ末","なかじま　ぶくりょう末"
"ナカジマ　ボウイ　ＡＭ","なかじま　ぼうい　ａｍ"
"ナカジマ　ボウコン","なかじま　ぼうこん"
"ナカジマ　ボタンピ","なかじま　ぼたんぴ"
"ナカジマ　ボタンピ末","なかじま　ぼたんぴ末"
"ナカジマ　ボレイ","なかじま　ぼれい"
"ナカジマ　ボレイ末","なかじま　ぼれい末"
"ナカジマ　マオウ","なかじま　まおう"
"ナカジマ　モクツウ　ＡＭ","なかじま　もくつう　ａｍ"
"ナカジマ　モッコウ","なかじま　もっこう"
"ナカジマ　ヤクチ","なかじま　やくち"
"ナカジマ　ヨクイニン　ＡＭ","なかじま　よくいにん　ａｍ"
"ナカジマ　ヨクイニン末　ＡＭ","なかじま　よくいにん末　ａｍ"
"ナカジマ　リュウコツ","なかじま　りゅうこつ"
"ナカジマ　リュウタン","なかじま　りゅうたん"
"ナカジマ　レンギョウ","なかじま　れんぎょう"
"ナカジマサンショウ末","なかじまさんしょう末"
"ナカジマセンキュウ末","なかじませんきゅう末"
"ナグラザイム点滴静注液５ｍｇ","なぐらざいむ点滴静注液５ｍｇ"
"ナサニール点鼻液０．２％","なさにーる点鼻液０．２％"
"ナジフロキサシンクリーム１％","なじふろきさしんくりーむ１％"
"ナジフロキサシンローション１％","なじふろきさしんろーしょん１％"
"ナゼア注射液０．３ｍｇ","なぜあ注射液０．３ｍｇ"
"ナゼアＯＤ錠０．１ｍｇ","なぜあｏｄ錠０．１ｍｇ"
"ナゾネックス点鼻液５０μｇ１１２噴霧用","なぞねっくす点鼻液５０μｇ１１２噴霧用"
"ナゾネックス点鼻液５０μｇ５６噴霧用","なぞねっくす点鼻液５０μｇ５６噴霧用"
"ナテグリニド錠３０ｍｇ","なてぐりにど錠３０ｍｇ"
"ナテグリニド錠９０ｍｇ","なてぐりにど錠９０ｍｇ"
"ナディック錠３０ｍｇ","なでぃっく錠３０ｍｇ"
"ナトリックス錠１","なとりっくす錠１"
"ナトリックス錠２","なとりっくす錠２"
"ナノゾラ皮下注３０ｍｇオートインジェクター","なのぞら皮下注３０ｍｇおーといんじぇくたー"
"ナノゾラ皮下注３０ｍｇシリンジ","なのぞら皮下注３０ｍｇしりんじ"
"ナパゲルンクリーム３％","なぱげるんくりーむ３％"
"ナパゲルンローション３％","なぱげるんろーしょん３％"
"ナパゲルン軟膏３％","なぱげるん軟膏３％"
"ナファモスタットメシル酸塩注射用１００ｍｇ","なふぁもすたっとめしる酸塩注射用１００ｍｇ"
"ナファモスタットメシル酸塩注射用１０ｍｇ","なふぁもすたっとめしる酸塩注射用１０ｍｇ"
"ナファモスタットメシル酸塩注射用１５０ｍｇ","なふぁもすたっとめしる酸塩注射用１５０ｍｇ"
"ナファモスタットメシル酸塩注射用５０ｍｇ","なふぁもすたっとめしる酸塩注射用５０ｍｇ"
"ナファモスタットメシル酸塩注用１０ｍｇ","なふぁもすたっとめしる酸塩注用１０ｍｇ"
"ナファモスタットメシル酸塩注用５０ｍｇ","なふぁもすたっとめしる酸塩注用５０ｍｇ"
"ナファモスタット注射用１０ｍｇ","なふぁもすたっと注射用１０ｍｇ"
"ナファモスタット注射用５０ｍｇ","なふぁもすたっと注射用５０ｍｇ"
"ナフトピジル錠２５ｍｇ","なふとぴじる錠２５ｍｇ"
"ナフトピジル錠５０ｍｇ","なふとぴじる錠５０ｍｇ"
"ナフトピジル錠７５ｍｇ","なふとぴじる錠７５ｍｇ"
"ナフトピジルＯＤ錠２５ｍｇ","なふとぴじるｏｄ錠２５ｍｇ"
"ナフトピジルＯＤ錠５０ｍｇ","なふとぴじるｏｄ錠５０ｍｇ"
"ナフトピジルＯＤ錠７５ｍｇ","なふとぴじるｏｄ錠７５ｍｇ"
"ナベルビン注１０","なべるびん注１０"
"ナベルビン注４０","なべるびん注４０"
"ナボールゲル１％","なぼーるげる１％"
"ナボールテープ１５ｍｇ","なぼーるてーぷ１５ｍｇ"
"ナボールテープＬ３０ｍｇ","なぼーるてーぷｌ３０ｍｇ"
"ナボールパップ１４０ｍｇ","なぼーるぱっぷ１４０ｍｇ"
"ナボールパップ７０ｍｇ","なぼーるぱっぷ７０ｍｇ"
"ナボールＳＲカプセル３７．５","なぼーるｓｒかぷせる３７．５"
"ナラトリプタン錠２．５ｍｇ","ならとりぷたん錠２．５ｍｇ"
"ナルサス錠１２ｍｇ","なるさす錠１２ｍｇ"
"ナルサス錠２４ｍｇ","なるさす錠２４ｍｇ"
"ナルサス錠２ｍｇ","なるさす錠２ｍｇ"
"ナルサス錠６ｍｇ","なるさす錠６ｍｇ"
"ナルフラフィン塩酸塩カプセル２．５μｇ","なるふらふぃん塩酸塩かぷせる２．５μｇ"
"ナルフラフィン塩酸塩ＯＤフィルム２．５μｇ","なるふらふぃん塩酸塩ｏｄふぃるむ２．５μｇ"
"ナルフラフィン塩酸塩ＯＤ錠２．５μｇ","なるふらふぃん塩酸塩ｏｄ錠２．５μｇ"
"ナルベイン注２０ｍｇ","なるべいん注２０ｍｇ"
"ナルベイン注２ｍｇ","なるべいん注２ｍｇ"
"ナルラピド錠１ｍｇ","なるらぴど錠１ｍｇ"
"ナルラピド錠２ｍｇ","なるらぴど錠２ｍｇ"
"ナルラピド錠４ｍｇ","なるらぴど錠４ｍｇ"
"ナロキソン塩酸塩静注０．２ｍｇ","なろきそん塩酸塩静注０．２ｍｇ"
"ナーブロック筋注２５００単位","なーぶろっく筋注２５００単位"
"ニカルジピン塩酸塩散１０％","にかるじぴん塩酸塩散１０％"
"ニカルジピン塩酸塩注射液１０ｍｇ","にかるじぴん塩酸塩注射液１０ｍｇ"
"ニカルジピン塩酸塩注射液２５ｍｇ","にかるじぴん塩酸塩注射液２５ｍｇ"
"ニカルジピン塩酸塩注射液２ｍｇ","にかるじぴん塩酸塩注射液２ｍｇ"
"ニカルジピン塩酸塩錠１０ｍｇ","にかるじぴん塩酸塩錠１０ｍｇ"
"ニカルジピン塩酸塩錠２０ｍｇ","にかるじぴん塩酸塩錠２０ｍｇ"
"ニコチネルＴＴＳ１０","にこちねるｔｔｓ１０"
"ニコチネルＴＴＳ２０","にこちねるｔｔｓ２０"
"ニコチネルＴＴＳ３０","にこちねるｔｔｓ３０"
"ニコチン酸アミド散１０％","にこちん酸あみど散１０％"
"ニコペリック腹膜透析液","にこぺりっく腹膜透析液"
"ニコランジル点滴静注用１２ｍｇ","にこらんじる点滴静注用１２ｍｇ"
"ニコランジル点滴静注用２ｍｇ","にこらんじる点滴静注用２ｍｇ"
"ニコランジル点滴静注用４８ｍｇ","にこらんじる点滴静注用４８ｍｇ"
"ニコランジル錠２．５ｍｇ","にこらんじる錠２．５ｍｇ"
"ニコランジル錠５ｍｇ","にこらんじる錠５ｍｇ"
"ニコリン注射液１００ｍｇ","にこりん注射液１００ｍｇ"
"ニコリン注射液２５０ｍｇ","にこりん注射液２５０ｍｇ"
"ニコリン注射液５００ｍｇ","にこりん注射液５００ｍｇ"
"ニコリンＨ注射液０．５ｇ","にこりんｈ注射液０．５ｇ"
"ニコリンＨ注射液１ｇ","にこりんｈ注射液１ｇ"
"ニザチジンカプセル７５ｍｇ","にざちじんかぷせる７５ｍｇ"
"ニザチジン錠１５０ｍｇ","にざちじん錠１５０ｍｇ"
"ニシスタゴンカプセル１５０ｍｇ","にしすたごんかぷせる１５０ｍｇ"
"ニシスタゴンカプセル５０ｍｇ","にしすたごんかぷせる５０ｍｇ"
"ニセルゴリン細粒１％","にせるごりん細粒１％"
"ニセルゴリン錠５ｍｇ","にせるごりん錠５ｍｇ"
"ニソリ・Ｓ注","にそり・ｓ注"
"ニソリ輸液","にそり輸液"
"ニソリＭ注","にそりｍ注"
"ニゾラールクリーム２％","にぞらーるくりーむ２％"
"ニゾラールローション２％","にぞらーるろーしょん２％"
"ニチファーゲン注","にちふぁーげん注"
"ニチファーゲン配合錠","にちふぁーげん配合錠"
"ニッパスカルシウム顆粒１００％","にっぱすかるしうむ顆粒１００％"
"ニトギス配合錠Ａ８１","にとぎす配合錠ａ８１"
"ニトプロ持続静注液３０ｍｇ","にとぷろ持続静注液３０ｍｇ"
"ニトプロ持続静注液６ｍｇ","にとぷろ持続静注液６ｍｇ"
"ニトラゼパム細粒１％","にとらぜぱむ細粒１％"
"ニトラゼパム錠１０ｍｇ","にとらぜぱむ錠１０ｍｇ"
"ニトラゼパム錠５ｍｇ","にとらぜぱむ錠５ｍｇ"
"ニトレンジピン錠１０ｍｇ","にとれんじぴん錠１０ｍｇ"
"ニトレンジピン錠５ｍｇ","にとれんじぴん錠５ｍｇ"
"ニトログリセリンテープ２７ｍｇ","にとろぐりせりんてーぷ２７ｍｇ"
"ニトログリセリン注２５ｍｇ／５０ｍＬシリンジ","にとろぐりせりん注２５ｍｇ／５０ｍｌしりんじ"
"ニトログリセリン点滴静注２５ｍｇ／５０ｍＬ","にとろぐりせりん点滴静注２５ｍｇ／５０ｍｌ"
"ニトログリセリン点滴静注５０ｍｇ／１００ｍＬ","にとろぐりせりん点滴静注５０ｍｇ／１００ｍｌ"
"ニトログリセリン静注１ｍｇ／２ｍＬ","にとろぐりせりん静注１ｍｇ／２ｍｌ"
"ニトログリセリン静注２５ｍｇ／５０ｍＬシリンジ","にとろぐりせりん静注２５ｍｇ／５０ｍｌしりんじ"
"ニトログリセリン静注５ｍｇ／１０ｍＬ","にとろぐりせりん静注５ｍｇ／１０ｍｌ"
"ニトロダームＴＴＳ２５ｍｇ","にとろだーむｔｔｓ２５ｍｇ"
"ニトロペン舌下錠０．３ｍｇ","にとろぺん舌下錠０．３ｍｇ"
"ニトロールスプレー１．２５ｍｇ","にとろーるすぷれー１．２５ｍｇ"
"ニトロール持続静注２５ｍｇシリンジ","にとろーる持続静注２５ｍｇしりんじ"
"ニトロール注５ｍｇ","にとろーる注５ｍｇ"
"ニトロール注５ｍｇシリンジ","にとろーる注５ｍｇしりんじ"
"ニトロール点滴静注１００ｍｇバッグ","にとろーる点滴静注１００ｍｇばっぐ"
"ニトロール点滴静注５０ｍｇバッグ","にとろーる点滴静注５０ｍｇばっぐ"
"ニトロール錠５ｍｇ","にとろーる錠５ｍｇ"
"ニトロールＲカプセル２０ｍｇ","にとろーるｒかぷせる２０ｍｇ"
"ニドラン注射用２５ｍｇ","にどらん注射用２５ｍｇ"
"ニドラン注射用５０ｍｇ","にどらん注射用５０ｍｇ"
"ニバジール錠２ｍｇ","にばじーる錠２ｍｇ"
"ニバジール錠４ｍｇ","にばじーる錠４ｍｇ"
"ニフェジピンカプセル１０ｍｇ","にふぇじぴんかぷせる１０ｍｇ"
"ニフェジピンカプセル５ｍｇ","にふぇじぴんかぷせる５ｍｇ"
"ニフェジピン細粒１％","にふぇじぴん細粒１％"
"ニフェジピン錠１０ｍｇ","にふぇじぴん錠１０ｍｇ"
"ニフェジピンＣＲ錠１０ｍｇ","にふぇじぴんｃｒ錠１０ｍｇ"
"ニフェジピンＣＲ錠２０ｍｇ","にふぇじぴんｃｒ錠２０ｍｇ"
"ニフェジピンＣＲ錠４０ｍｇ","にふぇじぴんｃｒ錠４０ｍｇ"
"ニフェジピンＬ錠１０ｍｇ","にふぇじぴんｌ錠１０ｍｇ"
"ニフェジピンＬ錠２０ｍｇ","にふぇじぴんｌ錠２０ｍｇ"
"ニフラン点眼液０．１％","にふらん点眼液０．１％"
"ニフレック配合内用剤","にふれっく配合内用剤"
"ニプラジロール点眼液０．２５％","にぷらじろーる点眼液０．２５％"
"ニプラジロールＰＦ点眼液０．２５％","にぷらじろーるｐｆ点眼液０．２５％"
